,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
96,0.05857863426208496,0.020762859931190057,0.0007053852081298828,8.513721486540183e-05,0.01,"(50, 50)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",0.34850230414746547,0.2583333333333333,0.26263440860215065,0.28821839080459777,0.24281609195402296,0.2803411985002642,0.03729781942192577,229,0.3588430423378261,0.2563559322033898,0.3514517921644902,0.2882456261193002,0.25280742044918725,0.3015407626548387,0.045536864899855665
97,0.036957836151123045,0.013879786819907498,0.0006266593933105469,3.7382330174483564e-06,0.01,"(50, 50)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",0.25,0.3247311827956989,0.2500000000000001,0.27678571428571436,0.24999999999999997,0.2704420109914062,0.029256900191962743,252,0.24999999999999994,0.3498960340223064,0.25000000000000006,0.2567567567567568,0.25223214285714285,0.27177698672724115,0.03913736854311559
98,0.040200328826904295,0.013039351030240108,0.0006728172302246094,9.371445546693965e-05,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",0.24999999999999997,0.24999999999999997,0.25000000000000006,0.25000000000000006,0.24999999999999997,0.25,4.113022272515943e-17,358,0.24999999999999994,0.24999999999999997,0.25000000000000006,0.25000000000000006,0.25,0.25,4.47545209131181e-17
99,0.06834344863891602,0.017056437132820113,0.0007470130920410156,6.796349828748991e-05,0.01,"(50, 50)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 6}",0.25000000000000006,0.21290322580645157,0.32018049155145945,0.32586206896551734,0.24999999999999997,0.27158062104791114,0.04405318629296008,249,0.24999999999999994,0.2627653702605078,0.3150052316834757,0.3442508150801304,0.2540650406504065,0.2852172915349041,0.03764860530642928
100,0.09345264434814453,0.03645662221681513,0.0009099006652832031,0.00017746298041585817,0.01,"(50, 50)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 7}",0.39458525345622114,0.5028801843317972,0.35026881720430125,0.34345238095238106,0.3833333333333333,0.3953183057769752,0.05755898252871687,146,0.41194047658280136,0.4767524603590177,0.3742706307307586,0.3471539312203047,0.4061768149882904,0.4032588627762346,0.043527634190422555
101,0.1286959171295166,0.04989542582171526,0.0007684230804443359,7.251641299422109e-05,0.01,"(50, 50)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 8}",0.5195660522273425,0.3994431643625191,0.6472926267281105,0.5357142857142858,0.31666666666666665,0.48432573198198203,0.1143706292722641,74,0.5329683360575779,0.4498722970868011,0.6226297845497624,0.5538253167201588,0.3123917099826736,0.4943374888793947,0.10636867667013275
102,0.1692133903503418,0.030641843956112594,0.0008404731750488281,0.00018087435960326492,0.01,"(50, 50)",9,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",0.5758832565284178,0.5522273425499231,0.6037826420890937,0.4393678160919542,0.6339399744572157,0.5610920233408762,0.06629320250685922,50,0.6084309637379933,0.5959251114786743,0.6199817141398137,0.43681644989063206,0.6139545232327238,0.5750217524959675,0.06955715674042967
103,0.14920539855957032,0.03401627844404755,0.0007948398590087891,5.943606378459025e-05,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",0.41693548387096774,0.24999999999999997,0.5098694316436254,0.2652298850574713,0.6175606641123883,0.41110752368052156,0.14066395071529206,144,0.40323701028063347,0.24999999999999997,0.48703343521348524,0.2714044634247142,0.67563356310137,0.4174616944040405,0.15560939326297688
104,0.16552977561950682,0.024202818106206444,0.0007535457611083984,6.690037225017998e-05,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",0.25,0.24999999999999997,0.2500000000000001,0.5130541871921184,0.31609195402298845,0.3149392002840279,0.10156120899647249,210,0.24999999999999994,0.24999999999999997,0.25000000000000006,0.5388748051388877,0.2881078660972586,0.31539653424722924,0.11270965268757759
105,0.19955873489379883,0.041839031166156886,0.0007424354553222656,6.53847902432502e-05,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
106,0.1980299949645996,0.040645033505677164,0.0007880210876464843,0.00013819802087506404,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
107,0.20167598724365235,0.04181588535053164,0.0007026195526123047,5.7111477383869634e-05,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
108,0.20013318061828614,0.04119411226405943,0.0007812023162841797,6.89237721596902e-05,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
109,0.20284681320190429,0.04489742875824247,0.0007274150848388672,7.445075862578642e-05,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
110,0.20115437507629394,0.0401239525317796,0.0008502006530761719,4.8716331445844396e-05,0.01,"(50, 50)",45,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
111,0.19884805679321288,0.043085087838729566,0.0007503509521484375,6.074658363385884e-05,0.01,"(50, 50)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
112,0.201483154296875,0.04315141695100868,0.000836038589477539,7.35289391811802e-05,0.01,"(50, 50)",55,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
113,0.20235280990600585,0.04003203091031676,0.0007588386535644532,6.038637607000317e-05,0.01,"(50, 50)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",0.4652649769585253,0.6934715821812595,0.28333333333333344,0.5405377668308705,0.49450830140485313,0.4955590125770535,0.13258737549519503,64,0.4015831386786701,0.6433640308138274,0.33163491360212677,0.6355238206027303,0.4764242587278814,0.4977060324850472,0.12448464671097866
114,0.01933708190917969,0.0020606414407808183,0.0005807876586914062,7.127304001196684e-05,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",0.25,0.24999999999999997,0.2500000000000001,0.25000000000000006,0.24999999999999997,0.25000000000000006,6.330889645817414e-17,273,0.24999999999999994,0.24999999999999997,0.25000000000000006,0.25,0.25,0.25,3.7238012298709096e-17
115,0.03144636154174805,0.007730743474497853,0.0005367755889892578,1.3280235882479551e-05,0.01,"(50,)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",0.2303763440860215,0.27715053763440856,0.1678571428571429,0.2402298850574713,0.22094508301404853,0.22738978376318478,0.035452335432456024,378,0.26162627819022266,0.2731825185600224,0.19552603450908537,0.25296184047389453,0.22820378151260504,0.242300090649166,0.02766737084341532
